tanggal,nama_pasar,item_barang,jumlah,kebutuhan,satuan_item
2024-01-03,Pasar Parakanmuncang,Ikan Bandeng Segar,20,17,kg
2024-01-03,Pasar Parakanmuncang,Ikan Tongkol Segar,25,20,kg
2024-01-03,Pasar Parakanmuncang,Terigu non Kemasan,1700,1450,kg
2024-01-03,Pasar Parakanmuncang,Tempe,250,220,Kg
2024-01-03,Pasar Parakanmuncang,tahu,270,250,Kg
2024-01-03,Pasar Parakanmuncang,pisang,250,220,Kg
2024-01-03,Pasar Parakanmuncang,jeruk,300,250,Kg
2024-01-03,Pasar Parakanmuncang,udang basah ukuran sedang,30,27,Kg
2024-01-03,Pasar Tanjungsari,Beras Premium,20000,2000,kg
2024-01-03,Pasar Tanjungsari,Beras Medium,22000,4000,kg
2024-01-03,Pasar Tanjungsari,Gula Pasir,8250,2970,kg
2024-01-03,Pasar Tanjungsari,Daging Sapi Murni,640,560,kg
2024-01-03,Pasar Tanjungsari,Daging Ayam Ras,1100,800,kg
2024-01-03,Pasar Tanjungsari,Telur Ayam Ras,1000,450,kg
2024-01-03,Pasar Tanjungsari,Cabe Merah Keriting,360,108,kg
2024-01-03,Pasar Tanjungsari,Cabe Merah Biasa,360,108,kg
2024-01-03,Pasar Tanjungsari,Cabe Rawit Merah Domba,216,72,kg
2024-01-03,Pasar Tanjungsari,Cabe Rawit Hijau,360,108,kg
2024-01-03,Pasar Tanjungsari,Bawang Merah,720,432,kg
2024-01-03,Pasar Tanjungsari,Bawang Putih,720,360,kg
2024-01-03,Pasar Tanjungsari,Garam Beryodium Halus Kemasan,13200,6600,kg
2024-01-03,Pasar Tanjungsari,Kacang Kedelai Impor,2000,200,kg
2024-01-03,Pasar Tanjungsari,Kacang Tanah,1650,825,kg
2024-01-03,Pasar Tanjungsari,Kacang Hijau,1650,825,kg
2024-01-03,Pasar Inpres,Beras Premium,1000,570,kg
2024-01-03,Pasar Tanjungsari,Ikan Asin Teri,105,42,kg
2024-01-03,Pasar Tanjungsari,Ikan Kembung,70,63,kg
2024-01-03,Pasar Inpres,Beras Medium,1000,650,kg
2024-01-03,Pasar Inpres,Gula Pasir,1000,185,kg
2024-01-03,Pasar Tanjungsari,Ketela Pohon,320,160,kg
2024-01-03,Pasar Tanjungsari,Ubi Jalar,320,160,kg
2024-01-03,Pasar Tanjungsari,Kentang,1440,720,kg
2024-01-03,Pasar Tanjungsari,Ikan Bandeng Segar,70,56,kg
2024-01-03,Pasar Tanjungsari,Ikan Tongkol Segar,70,63,kg
2024-01-03,Pasar Tanjungsari,Terigu non Kemasan,8250,5775,kg
2024-01-03,Pasar Inpres,Daging Sapi Murni,1000,760,kg
2024-01-03,Pasar Tanjungsari,Tempe,330,264,Kg
2024-01-03,Pasar Inpres,Daging Ayam Ras,1500,1240,kg
2024-01-03,Pasar Tanjungsari,tahu,330,264,Kg
2024-01-03,Pasar Inpres,Telur Ayam Ras,4000,1200,kg
2024-01-03,Pasar Tanjungsari,pisang,140,70,Kg
2024-01-03,Pasar Inpres,Cabe Merah Keriting,300,120,kg
2024-01-03,Pasar Tanjungsari,jeruk,175,105,Kg
2024-01-03,Pasar Tanjungsari,udang basah ukuran sedang,70,63,Kg
2024-01-03,Pasar Inpres,Cabe Merah Biasa,300,60,kg
2024-01-03,Pasar Inpres,Cabe Rawit Merah Domba,300,110,kg
2024-01-03,Pasar Inpres,Cabe Rawit Hijau,300,160,kg
2024-01-03,Pasar Inpres,Bawang Merah,500,160,kg
2024-01-03,Pasar Inpres,Bawang Putih,0,0,kg
2024-01-03,Pasar Inpres,Garam Beryodium Halus Kemasan,0,0,kg
2024-01-03,Pasar Inpres,Kacang Kedelai Impor,0,0,kg
2024-01-03,Pasar Inpres,Kacang Tanah,0,0,kg
2024-01-03,Pasar Inpres,Kacang Hijau,0,0,kg
2024-01-03,Pasar Inpres,Ikan Asin Teri,0,0,kg
2024-01-03,Pasar Wado,Beras Premium,500,200,kg
2024-01-03,Pasar Inpres,Ikan Kembung,0,0,kg
2024-01-03,Pasar Inpres,Ketela Pohon,0,0,kg
2024-01-03,Pasar Inpres,Ubi Jalar,0,0,kg
2024-01-03,Pasar Wado,Beras Medium,400,200,kg
2024-01-03,Pasar Inpres,Jagung Pipilan Kering,0,0,kg
2024-01-03,Pasar Inpres,Kentang,0,0,kg
2024-01-03,Pasar Inpres,Ikan Bandeng Segar,0,0,kg
2024-01-03,Pasar Wado,Gula Pasir,150,65,kg
2024-01-03,Pasar Inpres,Ikan Tongkol Segar,0,0,kg
2024-01-03,Pasar Inpres,Terigu non Kemasan,5000,610,kg
2024-01-03,Pasar Inpres,Tempe,0,0,Kg
2024-01-03,Pasar Inpres,Tepung Terigu Kemasan,500,100,Kg
2024-01-03,Pasar Inpres,tahu,0,0,Kg
2024-01-03,Pasar Inpres,pisang,0,0,Kg
2024-01-03,Pasar Inpres,jeruk,0,0,Kg
2024-01-03,Pasar Wado,Daging Sapi Murni,200,100,kg
2024-01-03,Pasar Inpres,udang basah ukuran sedang,0,0,Kg
2024-01-03,Pasar Wado,Telur Ayam Ras,250,200,kg
2024-01-03,Pasar Wado,Cabe Merah Keriting,40,30,kg
2024-01-03,Pasar Wado,Cabe Merah Biasa,5,3,kg
2024-01-03,Pasar Wado,Cabe Rawit Merah Domba,61,40,kg
2024-01-03,Pasar Wado,Cabe Rawit Hijau,100,50,kg
2024-01-03,Pasar Wado,Bawang Merah,150,100,kg
2024-01-03,Pasar Wado,Bawang Putih,80,35,kg
2024-01-03,Pasar Wado,Garam Beryodium Halus Kemasan,40,16,kg
2024-01-03,Pasar Wado,Kacang Kedelai Impor,10,5,kg
2024-01-03,Pasar Buahdua,Beras Premium,20,15,kg
2024-01-03,Pasar Buahdua,Beras Medium,20,16,kg
2024-01-03,Pasar Buahdua,Gula Pasir,100,55,kg
2024-01-03,Pasar Wado,Kacang Tanah,60,20,kg
2024-01-03,Pasar Wado,Kacang Hijau,20,5,kg
2024-01-03,Pasar Buahdua,Daging Ayam Ras,200,180,kg
2024-01-03,Pasar Wado,Ikan Asin Teri,20,10,kg
2024-01-03,Pasar Wado,Ikan Kembung,5,5,kg
2024-01-03,Pasar Buahdua,Telur Ayam Ras,40,25,kg
2024-01-03,Pasar Buahdua,Cabe Merah Keriting,10,5,kg
2024-01-03,Pasar Buahdua,Cabe Merah Biasa,10,4,kg
2024-01-03,Pasar Wado,Ketela Pohon,10,5,kg
2024-01-03,Pasar Wado,Ubi Jalar,150,60,kg
2024-01-03,Pasar Buahdua,Cabe Rawit Hijau,8,3,kg
2024-01-03,Pasar Wado,Kentang,100,50,kg
2024-01-03,Pasar Buahdua,Bawang Merah,10,6,kg
2024-01-03,Pasar Buahdua,Bawang Putih,8,4,kg
2024-01-03,Pasar Wado,Terigu non Kemasan,150,100,kg
2024-01-03,Pasar Wado,tahu,20,15,Kg
2024-01-03,Pasar Wado,Tempe,80,60,Kg
2024-01-03,Pasar Buahdua,Garam Beryodium Halus Kemasan,20,19,kg
2024-01-03,Pasar Wado,Tepung Terigu Kemasan,150,60,Kg
2024-01-03,Pasar Wado,pisang,5,3,Kg
2024-01-03,Pasar Buahdua,Kacang Kedelai Impor,7,3,kg
2024-01-03,Pasar Buahdua,Kacang Tanah,10,5,kg
2024-01-03,Pasar Wado,jeruk,150,70,Kg
2024-01-03,Pasar Wado,udang basah ukuran sedang,5,3,Kg
2024-01-03,Pasar Buahdua,Kacang Hijau,7,3,kg
2024-01-03,Pasar Buahdua,Ubi Jalar,20,16,kg
2024-01-03,Pasar Buahdua,Kentang,40,25,kg
2024-01-03,Pasar Buahdua,Terigu non Kemasan,80,55,kg
2024-01-03,Pasar Buahdua,Tempe,20,17,Kg
2024-01-03,Pasar Buahdua,tahu,20,16,Kg
2024-01-03,Pasar Buahdua,jeruk,25,15,Kg
2024-01-03,Pasar Conggeang,Beras Premium,93,62,kg
2024-01-03,Pasar Conggeang,Beras Medium,103,80,kg
2024-01-03,Pasar Conggeang,Daging Sapi Murni,30,14,kg
2024-01-03,Pasar Conggeang,Telur Ayam Ras,107,72,kg
2024-01-03,Pasar Conggeang,Gula Pasir,103,66,kg
2024-01-03,Pasar Conggeang,Daging Ayam Ras,100,69,kg
2024-01-03,Pasar Conggeang,Cabe Merah Keriting,130,98,kg
2024-01-03,Pasar Conggeang,Cabe Merah Biasa,103,65,kg
2024-01-03,Pasar Conggeang,Cabe Rawit Merah Domba,103,60,kg
2024-01-03,Pasar Conggeang,Cabe Rawit Hijau,104,83,kg
2024-01-03,Pasar Conggeang,Bawang Merah,125,81,kg
2024-01-03,Pasar Conggeang,Bawang Putih,106,64,kg
2024-01-03,Pasar Conggeang,Garam Beryodium Halus Kemasan,108,83,kg
2024-01-03,Pasar Conggeang,Kacang Kedelai Impor,25,10,kg
2024-01-03,Pasar Conggeang,Kacang Tanah,132,76,kg
2024-01-03,Pasar Conggeang,Kacang Hijau,108,78,kg
2024-01-03,Pasar Conggeang,Ikan Asin Teri,40,20,kg
2024-01-03,Pasar Conggeang,Ikan Kembung,36,18,kg
2024-01-03,Pasar Conggeang,Ubi Jalar,123,75,kg
2024-01-03,Pasar Conggeang,Jagung Pipilan Kering,20,10,kg
2024-01-03,Pasar Conggeang,Kentang,130,77,kg
2024-01-03,Pasar Conggeang,Ikan Bandeng Segar,37,25,kg
2024-01-03,Pasar Conggeang,Terigu non Kemasan,130,72,kg
2024-01-03,Pasar Conggeang,Tempe,36,30,Kg
2024-01-03,Pasar Conggeang,Tepung Terigu Kemasan,130,83,Kg
2024-01-03,Pasar Conggeang,tahu,35,27,Kg
2024-01-03,Pasar Conggeang,pisang,30,9,Kg
2024-01-03,Pasar Conggeang,jeruk,133,82,Kg
2024-01-03,Pasar Buahdua,Cabe Rawit Merah Domba,10,6,kg
2024-01-03,Pasar Darmaraja,Beras Premium,1500,650,kg
2024-01-03,Pasar Darmaraja,Beras Medium,900,450,kg
2024-01-03,Pasar Darmaraja,Gula Pasir,400,325,kg
2024-01-03,Pasar Darmaraja,Telur Ayam Ras,38,25,kg
2024-01-03,Pasar Darmaraja,Daging Sapi Murni,38,25,kg
2024-01-03,Pasar Darmaraja,Cabe Merah Keriting,170,75,kg
2024-01-03,Pasar Darmaraja,Daging Ayam Ras,400,350,kg
2024-01-03,Pasar Darmaraja,Cabe Merah Biasa,25,15,kg
2024-01-03,Pasar Darmaraja,Cabe Rawit Merah Domba,35,26,kg
2024-01-03,Pasar Darmaraja,Cabe Rawit Hijau,115,65,kg
2024-01-03,Pasar Darmaraja,Bawang Merah,195,90,kg
2024-01-03,Pasar Darmaraja,Bawang Putih,185,80,kg
2024-01-03,Pasar Darmaraja,Garam Beryodium Halus Kemasan,15,10,kg
2024-01-03,Pasar Darmaraja,Kacang Kedelai Impor,480,370,kg
2024-01-03,Pasar Darmaraja,Kacang Tanah,40,9,kg
2024-01-03,Pasar Darmaraja,Kacang Hijau,9,3,kg
2024-01-03,Pasar Darmaraja,Ikan Asin Teri,55,25,kg
2024-01-03,Pasar Darmaraja,Ikan Kembung,55,25,kg
2024-01-03,Pasar Darmaraja,Ketela Pohon,15,10,kg
2024-01-03,Pasar Darmaraja,Ubi Jalar,60,20,kg
2024-01-03,Pasar Darmaraja,Kentang,940,380,kg
2024-01-03,Pasar Darmaraja,Terigu non Kemasan,900,525,kg
2024-01-04,Pasar Parakanmuncang,Beras Premium,2400,2200,kg
2024-01-04,Pasar Parakanmuncang,Beras Medium,2300,2100,kg
2024-01-04,Pasar Parakanmuncang,Gula Pasir,1500,1200,kg
2024-01-04,Pasar Parakanmuncang,Daging Sapi Murni,450,400,kg
2024-01-04,Pasar Parakanmuncang,Daging Ayam Ras,2000,1850,kg
2024-01-04,Pasar Parakanmuncang,Telur Ayam Ras,1900,1750,kg
2024-01-04,Pasar Parakanmuncang,Cabe Merah Biasa,300,235,kg
2024-01-04,Pasar Parakanmuncang,Cabe Rawit Merah Domba,450,380,kg
2024-01-04,Pasar Conggeang,Beras Premium,92,60,kg
2024-01-04,Pasar Conggeang,Beras Medium,104,81,kg
2024-01-04,Pasar Conggeang,Gula Pasir,105,68,kg
2024-01-04,Pasar Conggeang,Daging Sapi Murni,28,11,kg
2024-01-04,Pasar Conggeang,Daging Ayam Ras,103,70,kg
2024-01-04,Pasar Conggeang,Telur Ayam Ras,108,73,kg
2024-01-04,Pasar Conggeang,Cabe Merah Keriting,132,100,kg
2024-01-04,Pasar Conggeang,Cabe Merah Biasa,103,63,kg
2024-01-04,Pasar Conggeang,Cabe Rawit Merah Domba,104,62,kg
2024-01-04,Pasar Conggeang,Cabe Rawit Hijau,104,85,kg
2024-01-04,Pasar Conggeang,Bawang Merah,123,78,kg
2024-01-04,Pasar Conggeang,Bawang Putih,106,66,kg
2024-01-04,Pasar Parakanmuncang,Garam Beryodium Halus Kemasan,350,300,kg
2024-01-04,Pasar Conggeang,Garam Beryodium Halus Kemasan,108,80,kg
2024-01-04,Pasar Conggeang,Kacang Kedelai Impor,25,11,kg
2024-01-04,Pasar Parakanmuncang,Kacang Kedelai Impor,180,85,kg
2024-01-04,Pasar Conggeang,Kacang Tanah,130,73,kg
2024-01-04,Pasar Conggeang,Kacang Hijau,110,80,kg
2024-01-04,Pasar Parakanmuncang,Kacang Tanah,200,170,kg
2024-01-04,Pasar Conggeang,Ikan Asin Teri,40,21,kg
2024-01-04,Pasar Conggeang,Ikan Kembung,36,20,kg
2024-01-04,Pasar Parakanmuncang,Kacang Hijau,190,170,kg
2024-01-04,Pasar Conggeang,Ubi Jalar,120,71,kg
2024-01-04,Pasar Conggeang,Jagung Pipilan Kering,18,9,kg
2024-01-04,Pasar Conggeang,Kentang,130,75,kg
2024-01-04,Pasar Parakanmuncang,Ikan Asin Teri,40,35,kg
2024-01-04,Pasar Conggeang,Ikan Bandeng Segar,37,26,kg
2024-01-04,Pasar Conggeang,Terigu non Kemasan,130,70,kg
2024-01-04,Pasar Parakanmuncang,Ikan Kembung,27,25,kg
2024-01-04,Pasar Conggeang,Tempe,34,29,Kg
2024-01-04,Pasar Conggeang,Tepung Terigu Kemasan,130,79,Kg
2024-01-04,Pasar Conggeang,tahu,32,26,Kg
2024-01-04,Pasar Parakanmuncang,Ketela Pohon,350,300,kg
2024-01-04,Pasar Conggeang,pisang,25,8,Kg
2024-01-04,Pasar Conggeang,jeruk,130,79,Kg
2024-01-04,Pasar Parakanmuncang,Ubi Jalar,300,250,kg
2024-01-04,Pasar Parakanmuncang,Jagung Pipilan Kering,150,65,kg
2024-01-04,Pasar Parakanmuncang,Kentang,1500,1250,kg
2024-01-04,Pasar Parakanmuncang,Ikan Bandeng Segar,20,18,kg
2024-01-04,Pasar Parakanmuncang,Ikan Tongkol Segar,25,20,kg
2024-01-04,Pasar Parakanmuncang,Terigu non Kemasan,1700,1450,kg
2024-01-04,Pasar Parakanmuncang,Tempe,300,270,Kg
2024-01-04,Pasar Parakanmuncang,tahu,250,230,Kg
2024-01-04,Pasar Parakanmuncang,pisang,250,200,Kg
2024-01-04,Pasar Parakanmuncang,jeruk,350,300,Kg
2024-01-04,Pasar Wado,Beras Medium,400,200,kg
2024-01-04,Pasar Parakanmuncang,udang basah ukuran sedang,30,25,Kg
2024-01-04,Pasar Wado,Gula Pasir,150,65,kg
2024-01-04,Pasar Wado,Daging Sapi Murni,200,100,kg
2024-01-04,Pasar Wado,Daging Ayam Ras,300,250,kg
2024-01-04,Pasar Wado,Telur Ayam Ras,250,200,kg
2024-01-04,Pasar Tanjungsari,Beras Premium,20000,2000,kg
2024-01-04,Pasar Tanjungsari,Beras Medium,22000,4000,kg
2024-01-04,Pasar Wado,Cabe Merah Keriting,40,30,kg
2024-01-04,Pasar Tanjungsari,Gula Pasir,8250,2970,kg
2024-01-04,Pasar Wado,Cabe Merah Biasa,5,3,kg
2024-01-04,Pasar Wado,Cabe Rawit Merah Domba,61,40,kg
2024-01-04,Pasar Tanjungsari,Daging Sapi Murni,640,560,kg
2024-01-04,Pasar Tanjungsari,Daging Ayam Ras,1100,800,kg
2024-01-04,Pasar Wado,Cabe Rawit Hijau,100,60,kg
2024-01-04,Pasar Tanjungsari,Telur Ayam Ras,1000,450,kg
2024-01-04,Pasar Wado,Bawang Putih,80,35,kg
2024-01-04,Pasar Tanjungsari,Cabe Merah Biasa,360,108,kg
2024-01-04,Pasar Tanjungsari,Cabe Rawit Merah Domba,216,72,kg
2024-01-04,Pasar Wado,Bawang Merah,150,100,kg
2024-01-04,Pasar Tanjungsari,Bawang Merah,720,432,kg
2024-01-04,Pasar Tanjungsari,Bawang Putih,720,360,kg
2024-01-04,Pasar Wado,Garam Beryodium Halus Kemasan,40,16,kg
2024-01-04,Pasar Wado,Kacang Kedelai Impor,10,5,kg
2024-01-04,Pasar Wado,Kacang Tanah,60,20,kg
2024-01-04,Pasar Wado,Kacang Hijau,20,5,kg
2024-01-04,Pasar Wado,Ikan Asin Teri,20,10,kg
2024-01-04,Pasar Wado,Ikan Kembung,5,5,kg
2024-01-04,Pasar Wado,Ketela Pohon,10,5,kg
2024-01-04,Pasar Tanjungsari,Garam Beryodium Halus Kemasan,13200,6600,kg
2024-01-04,Pasar Wado,Ubi Jalar,150,60,kg
2024-01-04,Pasar Wado,Kentang,100,50,kg
2024-01-04,Pasar Tanjungsari,Kacang Kedelai Impor,2000,200,kg
2024-01-04,Pasar Tanjungsari,Kacang Tanah,1650,825,kg
2024-01-04,Pasar Tanjungsari,Kacang Hijau,1650,825,kg
2024-01-04,Pasar Wado,Terigu non Kemasan,150,100,kg
2024-01-04,Pasar Wado,Tempe,80,60,Kg
2024-01-04,Pasar Tanjungsari,Ikan Asin Teri,105,42,kg
2024-01-04,Pasar Tanjungsari,Ikan Kembung,70,63,kg
2024-01-04,Pasar Wado,Tepung Terigu Kemasan,150,60,Kg
2024-01-04,Pasar Tanjungsari,Ketela Pohon,320,160,kg
2024-01-04,Pasar Wado,tahu,20,15,Kg
2024-01-04,Pasar Tanjungsari,Ubi Jalar,320,160,kg
2024-01-04,Pasar Tanjungsari,Kentang,1440,720,kg
2024-01-04,Pasar Tanjungsari,Ikan Bandeng Segar,70,56,kg
2024-01-04,Pasar Tanjungsari,Ikan Tongkol Segar,70,63,kg
2024-01-04,Pasar Tanjungsari,Terigu non Kemasan,8250,5775,kg
2024-01-04,Pasar Tanjungsari,Tempe,330,264,Kg
2024-01-04,Pasar Tanjungsari,tahu,330,264,Kg
2024-01-04,Pasar Inpres,Beras Premium,1000,540,kg
2024-01-04,Pasar Tanjungsari,pisang,140,70,Kg
2024-01-04,Pasar Inpres,Beras Medium,1000,680,kg
2024-01-04,Pasar Tanjungsari,jeruk,175,105,Kg
2024-01-04,Pasar Tanjungsari,udang basah ukuran sedang,70,63,Kg
2024-01-04,Pasar Inpres,Gula Pasir,1000,200,kg
2024-01-04,Pasar Wado,pisang,5,3,Kg
2024-01-04,Pasar Wado,jeruk,150,70,Kg
2024-01-04,Pasar Wado,udang basah ukuran sedang,5,3,Kg
2024-01-04,Pasar Inpres,Daging Sapi Murni,1000,810,kg
2024-01-04,Pasar Inpres,Daging Ayam Ras,1500,1300,kg
2024-01-04,Pasar Inpres,Telur Ayam Ras,5000,1200,kg
2024-01-04,Pasar Wado,Beras Premium,500,100,kg
2024-01-04,Pasar Inpres,Cabe Merah Keriting,300,130,kg
2024-01-04,Pasar Inpres,Cabe Merah Biasa,300,70,kg
2024-01-04,Pasar Inpres,Cabe Rawit Merah Domba,300,135,kg
2024-01-04,Pasar Inpres,Cabe Rawit Hijau,300,155,kg
2024-01-04,Pasar Inpres,Bawang Merah,500,160,kg
2024-01-04,Pasar Inpres,Bawang Putih,0,0,kg
2024-01-04,Pasar Inpres,Garam Beryodium Halus Kemasan,0,0,kg
2024-01-04,Pasar Inpres,Kacang Kedelai Impor,0,0,kg
2024-01-04,Pasar Inpres,Kacang Tanah,0,0,kg
2024-01-04,Pasar Inpres,Kacang Hijau,0,0,kg
2024-01-04,Pasar Inpres,Ikan Asin Teri,0,0,kg
2024-01-04,Pasar Inpres,Ikan Kembung,0,0,kg
2024-01-04,Pasar Inpres,Ketela Pohon,0,0,kg
2024-01-04,Pasar Inpres,Ubi Jalar,0,0,kg
2024-01-04,Pasar Inpres,Jagung Pipilan Kering,0,0,kg
2024-01-04,Pasar Inpres,Kentang,0,0,kg
2024-01-04,Pasar Inpres,Ikan Bandeng Segar,0,0,kg
2024-01-04,Pasar Inpres,Ikan Tongkol Segar,0,0,kg
2024-01-04,Pasar Inpres,Terigu non Kemasan,5000,570,kg
2024-01-04,Pasar Inpres,Tempe,0,0,Kg
2024-01-04,Pasar Inpres,Tepung Terigu Kemasan,500,103,Kg
2024-01-04,Pasar Inpres,tahu,0,0,Kg
2024-01-04,Pasar Inpres,jeruk,0,0,Kg
2024-01-04,Pasar Inpres,jeruk,0,0,Kg
2024-01-04,Pasar Inpres,udang basah ukuran sedang,0,0,Kg
2024-01-04,Pasar Parakanmuncang,Cabe Merah Keriting,280,225,kg
2024-01-04,Pasar Parakanmuncang,Cabe Rawit Hijau,350,300,kg
2024-01-04,Pasar Parakanmuncang,Bawang Merah,540,375,kg
2024-01-04,Pasar Parakanmuncang,Bawang Putih,350,300,kg
2024-01-04,Pasar Darmaraja,Beras Premium,1500,650,kg
2024-01-04,Pasar Darmaraja,Beras Medium,900,450,kg
2024-01-04,Pasar Darmaraja,Gula Pasir,400,325,kg
2024-01-04,Pasar Darmaraja,Daging Sapi Murni,38,25,kg
2024-01-04,Pasar Darmaraja,Daging Ayam Ras,400,350,kg
2024-01-04,Pasar Darmaraja,Telur Ayam Ras,400,360,kg
2024-01-04,Pasar Darmaraja,Bawang Merah,190,95,kg
2024-01-04,Pasar Darmaraja,Bawang Putih,180,85,kg
2024-01-04,Pasar Darmaraja,Garam Beryodium Halus Kemasan,32,17,kg
2024-01-04,Pasar Darmaraja,Kacang Kedelai Impor,480,370,kg
2024-01-04,Pasar Darmaraja,Kacang Tanah,40,9,kg
2024-01-04,Pasar Darmaraja,Kacang Hijau,9,3,kg
2024-01-04,Pasar Darmaraja,Ikan Asin Teri,55,25,kg
2024-01-04,Pasar Darmaraja,Ikan Kembung,55,25,kg
2024-01-04,Pasar Darmaraja,Ketela Pohon,15,10,kg
2024-01-04,Pasar Darmaraja,Ubi Jalar,60,20,kg
2024-01-04,Pasar Darmaraja,Kentang,940,380,kg
2024-01-04,Pasar Darmaraja,Terigu non Kemasan,900,525,kg
2024-01-04,Pasar Buahdua,Beras Premium,30,5,kg
2024-01-04,Pasar Buahdua,Beras Medium,20,15,kg
2024-01-04,Pasar Buahdua,Gula Pasir,90,55,kg
2024-01-04,Pasar Buahdua,Daging Ayam Ras,200,180,kg
2024-01-04,Pasar Buahdua,Telur Ayam Ras,40,30,kg
2024-01-04,Pasar Buahdua,Cabe Merah Biasa,10,5,kg
2024-01-04,Pasar Buahdua,Cabe Rawit Merah Domba,7,5,kg
2024-01-04,Pasar Buahdua,Cabe Rawit Hijau,4,2,kg
2024-01-04,Pasar Buahdua,Bawang Merah,10,5,kg
2024-01-04,Pasar Darmaraja,Cabe Merah Keriting,170,80,kg
2024-01-04,Pasar Darmaraja,Cabe Merah Biasa,24,14,kg
2024-01-04,Pasar Darmaraja,Cabe Rawit Merah Domba,34,30,kg
2024-01-04,Pasar Darmaraja,Cabe Rawit Hijau,115,65,kg
2024-01-04,Pasar Buahdua,Garam Beryodium Halus Kemasan,40,30,kg
2024-01-04,Pasar Buahdua,Kacang Kedelai Impor,3,2,kg
2024-01-04,Pasar Buahdua,Kacang Hijau,5,4,kg
2024-01-04,Pasar Buahdua,Ubi Jalar,20,15,kg
2024-01-04,Pasar Buahdua,Kentang,40,30,kg
2024-01-04,Pasar Buahdua,Terigu non Kemasan,100,55,kg
2024-01-04,Pasar Buahdua,Tempe,20,15,Kg
2024-01-04,Pasar Buahdua,tahu,20,15,Kg
2024-01-04,Pasar Buahdua,jeruk,20,16,Kg
2024-01-04,Pasar Buahdua,Bawang Putih,7,5,kg
2024-01-04,Pasar Buahdua,Cabe Merah Keriting,7,4,kg
2024-01-04,Pasar Tanjungsari,Cabe Merah Keriting,360,108,kg
2024-01-04,Pasar Tanjungsari,Cabe Rawit Hijau,360,108,kg
2024-01-05,Pasar Parakanmuncang,Beras Premium,2400,2200,kg
2024-01-05,Pasar Parakanmuncang,Beras Medium,2350,2150,kg
2024-01-05,Pasar Parakanmuncang,Gula Pasir,1650,1400,kg
2024-01-05,Pasar Parakanmuncang,Daging Sapi Murni,450,400,kg
2024-01-05,Pasar Parakanmuncang,Daging Ayam Ras,2000,1900,kg
2024-01-05,Pasar Parakanmuncang,Telur Ayam Ras,1950,1800,kg
2024-01-05,Pasar Parakanmuncang,Cabe Merah Keriting,285,220,kg
2024-01-05,Pasar Parakanmuncang,Cabe Merah Biasa,300,240,kg
2024-01-05,Pasar Parakanmuncang,Cabe Rawit Merah Domba,450,380,kg
2024-01-05,Pasar Parakanmuncang,Cabe Rawit Hijau,360,280,kg
2024-01-05,Pasar Parakanmuncang,Bawang Merah,550,390,kg
2024-01-05,Pasar Parakanmuncang,Bawang Putih,480,360,kg
2024-01-05,Pasar Parakanmuncang,Garam Beryodium Halus Kemasan,275,240,kg
2024-01-05,Pasar Parakanmuncang,Kacang Kedelai Impor,150,75,kg
2024-01-05,Pasar Parakanmuncang,Kacang Tanah,250,200,kg
2024-01-05,Pasar Parakanmuncang,Kacang Hijau,200,170,kg
2024-01-05,Pasar Parakanmuncang,Ikan Asin Teri,35,27,kg
2024-01-05,Pasar Parakanmuncang,Ikan Kembung,25,20,kg
2024-01-05,Pasar Parakanmuncang,Ketela Pohon,260,230,kg
2024-01-05,Pasar Parakanmuncang,Ubi Jalar,250,200,kg
2024-01-05,Pasar Parakanmuncang,Jagung Pipilan Kering,140,70,kg
2024-01-05,Pasar Parakanmuncang,Kentang,1500,1300,kg
2024-01-05,Pasar Parakanmuncang,Ikan Bandeng Segar,20,17,kg
2024-01-05,Pasar Parakanmuncang,Ikan Tongkol Segar,25,20,kg
2024-01-05,Pasar Parakanmuncang,Terigu non Kemasan,1700,1450,kg
2024-01-05,Pasar Parakanmuncang,Tempe,240,220,Kg
2024-01-05,Pasar Parakanmuncang,tahu,280,260,Kg
2024-01-05,Pasar Parakanmuncang,pisang,250,200,Kg
2024-01-05,Pasar Parakanmuncang,jeruk,300,250,Kg
2024-01-05,Pasar Parakanmuncang,udang basah ukuran sedang,30,25,Kg
2024-01-05,Pasar Inpres,Beras Premium,1000,550,kg
2024-01-05,Pasar Inpres,Beras Medium,1000,690,kg
2024-01-05,Pasar Inpres,Gula Pasir,1000,200,kg
2024-01-05,Pasar Inpres,Daging Sapi Murni,1000,750,kg
2024-01-05,Pasar Inpres,Daging Ayam Ras,1500,1300,kg
2024-01-05,Pasar Inpres,Telur Ayam Ras,4000,1230,kg
2024-01-05,Pasar Inpres,Cabe Merah Keriting,300,115,kg
2024-01-05,Pasar Inpres,Cabe Merah Biasa,300,65,kg
2024-01-05,Pasar Inpres,Cabe Rawit Merah Domba,300,120,kg
2024-01-05,Pasar Inpres,Cabe Rawit Hijau,300,145,kg
2024-01-05,Pasar Inpres,Bawang Merah,500,170,kg
2024-01-05,Pasar Inpres,Bawang Putih,0,0,kg
2024-01-05,Pasar Inpres,Garam Beryodium Halus Kemasan,0,0,kg
2024-01-05,Pasar Inpres,Kacang Tanah,0,0,kg
2024-01-05,Pasar Inpres,Kacang Hijau,0,0,kg
2024-01-05,Pasar Inpres,Ikan Asin Teri,0,0,kg
2024-01-05,Pasar Inpres,Ikan Kembung,0,0,kg
2024-01-05,Pasar Conggeang,Beras Premium,95,63,kg
2024-01-05,Pasar Conggeang,Beras Medium,105,84,kg
